plot,year,block,rate,PD,stage,diameter,height,who
401L,2022,4,0,Late,61,1.64,88.9,Laurel 
401L,2022,4,0,Late,65,2.31,88.9,Laurel 
401L,2022,4,0,Late,65,1.85,91.4,Laurel 
401L,2022,4,0,Late,63,1.85,94,Laurel 
401L,2022,4,0,Late,61,1.96,94,Laurel 
401L,2022,4,0,Late,61,2.13,94,Laurel 
401L,2022,4,0,Late,61,1.44,96.5,Laurel 
401L,2022,4,0,Late,65,2.13,96.5,Laurel 
401L,2022,4,0,Late,61,2.23,96.5,Laurel 
401L,2022,4,0,Late,61,1.67,99.1,Laurel 
401L,2022,4,0,Late,63,1.81,99.1,Laurel 
401L,2022,4,0,Late,67,2.03,99.1,Laurel 
401L,2022,4,0,Late,63,2.28,99.1,Laurel 
401L,2022,4,0,Late,69,1.72,101.6,Laurel 
401L,2022,4,0,Late,67,1.73,101.6,Laurel 
401L,2022,4,0,Late,63,1.95,101.6,Laurel 
401L,2022,4,0,Late,65,1.69,104.1,Laurel 
401L,2022,4,0,Late,61,2.97,104.1,Laurel 
401L,2022,4,0,Late,65,3.24,104.1,Laurel 
401L,2022,4,0,Late,69,1.95,106.7,Laurel 
401L,2022,4,0,Late,61,2.69,109.2,Laurel 
401L,2022,4,0,Late,67,2.17,111.8,Laurel 
401L,2022,4,0,Late,63,2.24,111.8,Laurel 
401L,2022,4,0,Late,65,2.2,114.3,Laurel 
401L,2022,4,0,Late,61,3.25,114.3,Laurel 
401L,2022,4,0,Late,69,1.73,116.8,Laurel 
401L,2022,4,0,Late,65,3.13,127,Laurel 
402E,2022,4,3,Early,45,na,12.7,Laurel 
402E,2022,4,3,Early,51,na,15.2,Laurel 
402E,2022,4,3,Early,43,na,15.2,Laurel 
402E,2022,4,3,Early,45,na,15.2,Laurel 
402E,2022,4,3,Early,na,na,15.2,Laurel 
402E,2022,4,3,Early,41,0.7,17.8,Laurel 
402E,2022,4,3,Early,45,1.2,17.8,Laurel 
402E,2022,4,3,Early,49,na,17.8,Laurel 
402E,2022,4,3,Early,45,0.4,19.1,Laurel 
402E,2022,4,3,Early,45,1,20.3,Laurel 
402E,2022,4,3,Early,45,1.2,20.3,Laurel 
402E,2022,4,3,Early,47,1.8,20.3,Laurel 
402E,2022,4,3,Early,47,1,21.6,Laurel 
402E,2022,4,3,Early,47,1,21.6,Laurel 
402E,2022,4,3,Early,45,1.4,21.6,Laurel 
402E,2022,4,3,Early,35,0.7,22.9,Laurel 
402E,2022,4,3,Early,47,0.7,22.9,Laurel 
402E,2022,4,3,Early,41,0.9,22.9,Laurel 
402E,2022,4,3,Early,41,1.7,22.9,Laurel 
402E,2022,4,3,Early,49,1.8,22.9,Laurel 
402E,2022,4,3,Early,41,2.1,22.9,Laurel 
402E,2022,4,3,Early,45,2.3,22.9,Laurel 
402E,2022,4,3,Early,41,1.2,24.1,Laurel 
402E,2022,4,3,Early,47,1.4,24.1,Laurel 
402E,2022,4,3,Early,41,1.2,25.4,Laurel 
402E,2022,4,3,Early,41,1.3,25.4,Laurel 
402E,2022,4,3,Early,45,1.1,27.9,Laurel 
402E,2022,4,3,Early,17,1.1,27.9,Laurel 
402E,2022,4,3,Early,51,1.1,27.9,Laurel 
402E,2022,4,3,Early,45,1.3,27.9,Laurel 
402E,2022,4,3,Early,47,1.5,27.9,Laurel 
402E,2022,4,3,Early,49,2,27.9,Laurel 
402E,2022,4,3,Early,47,1.1,29.2,Laurel 
402E,2022,4,3,Early,45,1.7,29.2,Laurel 
402E,2022,4,3,Early,45,1.6,30.5,Laurel 
402E,2022,4,3,Early,45,1.7,30.5,Laurel 
402E,2022,4,3,Early,41,2.1,31.8,Laurel 
402E,2022,4,3,Early,45,1,33,Laurel 
402E,2022,4,3,Early,49,1.3,33,Laurel 
402E,2022,4,3,Early,45,1.5,33,Laurel 
402E,2022,4,3,Early,47,1.8,33,Laurel 
402E,2022,4,3,Early,49,1.8,34.3,Laurel 
402E,2022,4,3,Early,47,1.4,35.6,Laurel 
402E,2022,4,3,Early,45,1.7,35.6,Laurel 
402E,2022,4,3,Early,47,2,35.6,Laurel 
402E,2022,4,3,Early,47,2.5,35.6,Laurel 
402E,2022,4,3,Early,47,2,36.8,Laurel 
402E,2022,4,3,Early,49,2.5,36.8,Laurel 
402E,2022,4,3,Early,47,1.3,38.1,Laurel 
402E,2022,4,3,Early,47,1.4,38.1,Laurel 
402E,2022,4,3,Early,47,1.7,38.1,Laurel 
402E,2022,4,3,Early,49,1.8,38.1,Laurel 
402E,2022,4,3,Early,49,2.4,38.1,Laurel 
402E,2022,4,3,Early,51,1.4,39.4,Laurel 
402E,2022,4,3,Early,47,1.4,39.4,Laurel 
402E,2022,4,3,Early,49,1.5,39.4,Laurel 
402E,2022,4,3,Early,49,1.8,40.6,Laurel 
402E,2022,4,3,Early,49,1.8,40.6,Laurel 
402E,2022,4,3,Early,47,2,40.6,Laurel 
402E,2022,4,3,Early,43,2.5,40.6,Laurel 
402E,2022,4,3,Early,55,1.3,43.2,Laurel 
402E,2022,4,3,Early,47,1.6,43.2,Laurel 
402E,2022,4,3,Early,45,2.2,43.2,Laurel 
402E,2022,4,3,Early,43,2.2,43.2,Laurel 
402E,2022,4,3,Early,49,2.2,43.2,Laurel 
402E,2022,4,3,Early,47,2.5,43.2,Laurel 
402E,2022,4,3,Early,51,2.5,43.2,Laurel 
402E,2022,4,3,Early,49,1.5,44.5,Laurel 
402E,2022,4,3,Early,55,1.6,44.5,Laurel 
402E,2022,4,3,Early,53,2.1,44.5,Laurel 
402E,2022,4,3,Early,47,2.4,44.5,Laurel 
402E,2022,4,3,Early,45,1.9,45.7,Laurel 
402E,2022,4,3,Early,47,2.3,45.7,Laurel 
402E,2022,4,3,Early,49,2.4,45.7,Laurel 
402E,2022,4,3,Early,47,2.4,45.7,Laurel 
402E,2022,4,3,Early,53,2.4,45.7,Laurel 
402E,2022,4,3,Early,47,2.5,47,Laurel 
402E,2022,4,3,Early,53,2.6,48.3,Laurel 
402E,2022,4,3,Early,49,3.6,48.3,Laurel 
402E,2022,4,3,Early,53,2.5,50.8,Laurel 
402E,2022,4,3,Early,49,2.3,53.3,Laurel 
402E,2022,4,3,Early,57,3,53.3,Laurel 
402E,2022,4,3,Early,49,2.7,54.6,Laurel 
402E,2022,4,3,Early,45,3,54.6,Laurel 
402E,2022,4,3,Early,55,2.4,55.9,Laurel 
402E,2022,4,3,Early,53,2.7,55.9,Laurel 
402E,2022,4,3,Early,49,3,58.4,Laurel 
402E,2022,4,3,Early,53,2.5,63.5,Laurel 
402E,2022,4,3,Early,49,3.5,68.6,Laurel 
402L,2022,4,3,Late,59,0.29,35.6,Laurel 
402L,2022,4,3,Late,59,0.42,38.1,Laurel 
402L,2022,4,3,Late,69,0.5,58.4,Laurel 
402L,2022,4,3,Late,59,0.76,66,Laurel 
402L,2022,4,3,Late,63,1.22,66,Laurel 
402L,2022,4,3,Late,63,0.9,68.6,Laurel 
402L,2022,4,3,Late,65,0.83,71.1,Laurel 
402L,2022,4,3,Late,63,0.78,73.7,Laurel 
402L,2022,4,3,Late,69,1.11,73.7,Laurel 
402L,2022,4,3,Late,63,1.24,73.7,Laurel 
402L,2022,4,3,Late,69,1.83,73.7,Laurel 
402L,2022,4,3,Late,67,1.2,76.2,Laurel 
402L,2022,4,3,Late,65,1.1,78.7,Laurel 
402L,2022,4,3,Late,63,1.11,81.3,Laurel 
402L,2022,4,3,Late,65,1.29,81.3,Laurel 
402L,2022,4,3,Late,69,1.21,83.8,Laurel 
402L,2022,4,3,Late,65,1.74,83.8,Laurel 
402L,2022,4,3,Late,65,1.35,86.4,Laurel 
402L,2022,4,3,Late,61,1.54,86.4,Laurel 
402L,2022,4,3,Late,69,1.78,91.4,Laurel 
402L,2022,4,3,Late,65,1.42,94,Laurel 
402L,2022,4,3,Late,65,3.26,94,Laurel 
402L,2022,4,3,Late,69,1.04,96.5,Laurel 
402L,2022,4,3,Late,59,1.12,96.5,Laurel 
402L,2022,4,3,Late,67,1.43,96.5,Laurel 
402L,2022,4,3,Late,61,1.18,99.1,Laurel 
402L,2022,4,3,Late,69,1.57,99.1,Laurel 
402L,2022,4,3,Late,67,1.25,101.6,Laurel 
402L,2022,4,3,Late,63,1.71,101.6,Laurel 
402L,2022,4,3,Late,67,1.39,104.1,Laurel 
402L,2022,4,3,Late,69,1.62,104.1,Laurel 
402L,2022,4,3,Late,67,1.71,104.1,Laurel 
402L,2022,4,3,Late,65,1.86,104.1,Laurel 
402L,2022,4,3,Late,69,1.39,106.7,Laurel 
402L,2022,4,3,Late,65,1.52,106.7,Laurel 
402L,2022,4,3,Late,67,1.52,106.7,Laurel 
402L,2022,4,3,Late,69,1.81,106.7,Laurel 
402L,2022,4,3,Late,69,1.73,109.2,Laurel 
402L,2022,4,3,Late,65,2.09,109.2,Laurel 
402L,2022,4,3,Late,69,1.38,111.8,Laurel 
402L,2022,4,3,Late,69,1.67,111.8,Laurel 
402L,2022,4,3,Late,67,1.6,114.3,Laurel 
402L,2022,4,3,Late,69,1.75,114.3,Laurel 
402L,2022,4,3,Late,67,1.96,114.3,Laurel 
402L,2022,4,3,Late,65,2.02,114.3,Laurel 
402L,2022,4,3,Late,65,2.3,114.3,Laurel 
402L,2022,4,3,Late,69,2.44,114.3,Laurel 
402L,2022,4,3,Late,69,1.74,116.8,Laurel 
402L,2022,4,3,Late,69,2.09,116.8,Laurel 
402L,2022,4,3,Late,67,1.65,119.4,Laurel 
402L,2022,4,3,Late,69,2.12,119.4,Laurel 
402L,2022,4,3,Late,67,1.57,121.9,Laurel 
402L,2022,4,3,Late,69,2.54,121.9,Laurel 
402L,2022,4,3,Late,67,2.54,124.5,Laurel 
402L,2022,4,3,Late,67,1.78,127,Laurel 
402L,2022,4,3,Late,69,1.99,127,Laurel 
402L,2022,4,3,Late,67,2.05,127,Laurel 
402L,2022,4,3,Late,69,1.97,129.5,Laurel 
402L,2022,4,3,Late,67,2.25,129.5,Laurel 
402L,2022,4,3,Late,69,2.63,129.5,Laurel 
402L,2022,4,3,Late,67,2.91,129.5,Laurel 
402L,2022,4,3,Late,69,2.33,132.1,Laurel 
402L,2022,4,3,Late,69,2.78,132.1,Laurel 
402L,2022,4,3,Late,69,2.17,134.6,Laurel 
402L,2022,4,3,Late,69,2.37,134.6,Laurel 
402L,2022,4,3,Late,69,2.67,134.6,Laurel 
402L,2022,4,3,Late,67,2.79,134.6,Laurel 
402L,2022,4,3,Late,69,3.16,134.6,Laurel 
402L,2022,4,3,Late,67,2.12,137.2,Laurel 
402L,2022,4,3,Late,67,2.84,139.7,Laurel 
402L,2022,4,3,Late,69,2.94,139.7,Laurel 
402L,2022,4,3,Late,69,2.91,144.8,Laurel 
402L,2022,4,3,Late,69,3.05,144.8,Laurel 
402L,2022,4,3,Late,67,3.13,144.8,Laurel 
402L,2022,4,3,Late,67,3.28,144.8,Laurel 
402L,2022,4,3,Late,69,3.33,144.8,Laurel 
402L,2022,4,3,Late,67,2.77,147.3,Laurel 
402L,2022,4,3,Late,67,3.86,149.9,Laurel 
402L,2022,4,3,Late,69,2.96,152.4,Laurel 
402L,2022,4,3,Late,67,3.24,152.4,Laurel 
402L,2022,4,3,Late,69,3.28,152.4,Laurel 
402L,2022,4,3,Late,69,4.12,154.9,Laurel 
402L,2022,4,3,Late,69,4.07,157.5,Laurel 
402L,2022,4,3,Late,67,3.16,160,Laurel 
403E,2022,4,1.5,Early,na,0.8,17.8,Laurel 
403E,2022,4,1.5,Early,45,0.7,22.9,Laurel 
403E,2022,4,1.5,Early,45,1,24.1,Laurel 
403E,2022,4,1.5,Early,49,1.3,27.9,Laurel 
403E,2022,4,1.5,Early,49,1.1,30.5,Laurel 
403E,2022,4,1.5,Early,53,1.4,36.8,Laurel 
403E,2022,4,1.5,Early,51,1.1,38.1,Laurel 
403E,2022,4,1.5,Early,53,1.2,38.1,Laurel 
403E,2022,4,1.5,Early,55,1.2,38.1,Laurel 
403E,2022,4,1.5,Early,51,1.4,38.1,Laurel 
403E,2022,4,1.5,Early,49,1.4,40.6,Laurel 
403E,2022,4,1.5,Early,49,1.7,40.6,Laurel 
403E,2022,4,1.5,Early,49,1.8,40.6,Laurel 
403E,2022,4,1.5,Early,49,1.9,40.6,Laurel 
403E,2022,4,1.5,Early,51,2,44.5,Laurel 
403E,2022,4,1.5,Early,na,1.6,45.7,Laurel 
403E,2022,4,1.5,Early,49,1.9,45.7,Laurel 
403E,2022,4,1.5,Early,55,2,45.7,Laurel 
403E,2022,4,1.5,Early,49,1.6,47,Laurel 
403E,2022,4,1.5,Early,53,1,48.3,Laurel 
403E,2022,4,1.5,Early,49,2.1,48.3,Laurel 
403E,2022,4,1.5,Early,49,2.1,50.8,Laurel 
403E,2022,4,1.5,Early,49,2.1,50.8,Laurel 
403E,2022,4,1.5,Early,na,2.4,50.8,Laurel 
403E,2022,4,1.5,Early,51,2.4,53.3,Laurel 
403E,2022,4,1.5,Early,51,2.4,55.9,Laurel 
403E,2022,4,1.5,Early,59,1.1,57.2,Laurel 
403E,2022,4,1.5,Early,49,1.9,57.2,Laurel 
403E,2022,4,1.5,Early,51,2.4,57.2,Laurel 
403E,2022,4,1.5,Early,59,2.1,58.4,Laurel 
403E,2022,4,1.5,Early,59,2.4,59.7,Laurel 
403E,2022,4,1.5,Early,47,1.6,61,Laurel 
403E,2022,4,1.5,Early,53,2.4,61,Laurel 
403E,2022,4,1.5,Early,59,2.4,62.2,Laurel 
403E,2022,4,1.5,Early,53,2.4,63.5,Laurel 
403E,2022,4,1.5,Early,51,2.6,63.5,Laurel 
403E,2022,4,1.5,Early,53,2.6,64.8,Laurel 
403E,2022,4,1.5,Early,59,2.6,66,Laurel 
403E,2022,4,1.5,Early,57,2.6,66,Laurel 
403E,2022,4,1.5,Early,59,2.8,66,Laurel 
403E,2022,4,1.5,Early,57,2.8,68.6,Laurel 
403E,2022,4,1.5,Early,53,3.5,68.6,Laurel 
403E,2022,4,1.5,Early,57,2.5,71.1,Laurel 
403E,2022,4,1.5,Early,na,2.8,71.1,Laurel 
403E,2022,4,1.5,Early,55,3,71.1,Laurel 
403E,2022,4,1.5,Early,57,3,71.1,Laurel 
403E,2022,4,1.5,Early,57,3.6,71.1,Laurel 
403E,2022,4,1.5,Early,53,3,72.4,Laurel 
403E,2022,4,1.5,Early,57,3.2,72.4,Laurel 
403E,2022,4,1.5,Early,57,3.3,72.4,Laurel 
403E,2022,4,1.5,Early,59,2.6,73.7,Laurel 
403E,2022,4,1.5,Early,57,2.6,73.7,Laurel 
403E,2022,4,1.5,Early,55,2.7,73.7,Laurel 
403E,2022,4,1.5,Early,55,3,73.7,Laurel 
403E,2022,4,1.5,Early,55,3.3,74.9,Laurel 
403E,2022,4,1.5,Early,53,2.5,76.2,Laurel 
403E,2022,4,1.5,Early,57,3.4,77.5,Laurel 
403E,2022,4,1.5,Early,57,3.4,78.7,Laurel 
403E,2022,4,1.5,Early,55,3.4,78.7,Laurel 
403E,2022,4,1.5,Early,53,3.6,80,Laurel 
403E,2022,4,1.5,Early,59,2.7,81.3,Laurel 
403E,2022,4,1.5,Early,57,2.8,81.3,Laurel 
403E,2022,4,1.5,Early,55,3.1,81.3,Laurel 
403E,2022,4,1.5,Early,59,2.9,82.6,Laurel 
403E,2022,4,1.5,Early,59,3,83.8,Laurel 
403E,2022,4,1.5,Early,57,3.2,83.8,Laurel 
403E,2022,4,1.5,Early,55,3.4,83.8,Laurel 
403E,2022,4,1.5,Early,59,3.6,83.8,Laurel 
403E,2022,4,1.5,Early,55,3.3,85.1,Laurel 
403E,2022,4,1.5,Early,55,3.9,85.1,Laurel 
403E,2022,4,1.5,Early,55,4.1,86.4,Laurel 
403E,2022,4,1.5,Early,55,3.4,88.9,Laurel 
403E,2022,4,1.5,Early,59,3.4,96.5,Laurel 
403L,2022,4,1.5,Late,61,0.58,25.4,Laurel 
403L,2022,4,1.5,Late,61,0.75,38.1,Laurel 
403L,2022,4,1.5,Late,61,0.53,40.6,Laurel 
403L,2022,4,1.5,Late,65,0.56,48.3,Laurel 
403L,2022,4,1.5,Late,61,0.41,50.8,Laurel 
403L,2022,4,1.5,Late,61,0.97,50.8,Laurel 
403L,2022,4,1.5,Late,63,0.44,55.9,Laurel 
403L,2022,4,1.5,Late,61,0.95,55.9,Laurel 
403L,2022,4,1.5,Late,65,0.54,58.4,Laurel 
403L,2022,4,1.5,Late,67,0.83,58.4,Laurel 
403L,2022,4,1.5,Late,61,0.72,63.5,Laurel 
403L,2022,4,1.5,Late,63,0.91,66,Laurel 
403L,2022,4,1.5,Late,67,1.02,66,Laurel 
403L,2022,4,1.5,Late,69,1.24,66,Laurel 
403L,2022,4,1.5,Late,65,1.29,66,Laurel 
403L,2022,4,1.5,Late,63,0.92,68.6,Laurel 
403L,2022,4,1.5,Late,69,0.58,71.1,Laurel 
403L,2022,4,1.5,Late,65,0.82,71.1,Laurel 
403L,2022,4,1.5,Late,61,1.06,71.1,Laurel 
403L,2022,4,1.5,Late,65,1.14,73.7,Laurel 
403L,2022,4,1.5,Late,69,0.72,76.2,Laurel 
403L,2022,4,1.5,Late,61,1.13,76.2,Laurel 
403L,2022,4,1.5,Late,67,1.55,76.2,Laurel 
403L,2022,4,1.5,Late,63,1.15,78.7,Laurel 
403L,2022,4,1.5,Late,63,1.33,78.7,Laurel 
403L,2022,4,1.5,Late,65,1.49,78.7,Laurel 
403L,2022,4,1.5,Late,61,0.91,81.3,Laurel 
403L,2022,4,1.5,Late,69,0.94,81.3,Laurel 
403L,2022,4,1.5,Late,65,1.1,83.8,Laurel 
403L,2022,4,1.5,Late,65,1.29,83.8,Laurel 
403L,2022,4,1.5,Late,67,1,88.9,Laurel 
403L,2022,4,1.5,Late,69,1.34,88.9,Laurel 
403L,2022,4,1.5,Late,63,1.38,88.9,Laurel 
403L,2022,4,1.5,Late,67,1.39,88.9,Laurel 
403L,2022,4,1.5,Late,65,1.59,88.9,Laurel 
403L,2022,4,1.5,Late,67,1.76,88.9,Laurel 
403L,2022,4,1.5,Late,65,1.18,91.4,Laurel 
403L,2022,4,1.5,Late,61,1.25,91.4,Laurel 
403L,2022,4,1.5,Late,65,1.27,91.4,Laurel 
403L,2022,4,1.5,Late,67,1.39,91.4,Laurel 
403L,2022,4,1.5,Late,65,1.4,91.4,Laurel 
403L,2022,4,1.5,Late,65,1.41,91.4,Laurel 
403L,2022,4,1.5,Late,69,1.48,91.4,Laurel 
403L,2022,4,1.5,Late,69,1.46,94,Laurel 
403L,2022,4,1.5,Late,65,1.49,94,Laurel 
403L,2022,4,1.5,Late,61,1.53,94,Laurel 
403L,2022,4,1.5,Late,69,1.63,94,Laurel 
403L,2022,4,1.5,Late,65,1.96,94,Laurel 
403L,2022,4,1.5,Late,65,1.58,96.5,Laurel 
403L,2022,4,1.5,Late,65,1.76,96.5,Laurel 
403L,2022,4,1.5,Late,69,1.88,96.5,Laurel 
403L,2022,4,1.5,Late,65,2.15,96.5,Laurel 
403L,2022,4,1.5,Late,65,1.34,99.1,Laurel 
403L,2022,4,1.5,Late,67,1.39,99.1,Laurel 
403L,2022,4,1.5,Late,67,1.63,99.1,Laurel 
403L,2022,4,1.5,Late,69,1.71,99.1,Laurel 
403L,2022,4,1.5,Late,69,1.72,99.1,Laurel 
403L,2022,4,1.5,Late,67,1.84,99.1,Laurel 
403L,2022,4,1.5,Late,67,1.15,101.6,Laurel 
403L,2022,4,1.5,Late,65,1.34,101.6,Laurel 
403L,2022,4,1.5,Late,69,1.73,101.6,Laurel 
403L,2022,4,1.5,Late,65,1.95,101.6,Laurel 
403L,2022,4,1.5,Late,67,2.11,101.6,Laurel 
403L,2022,4,1.5,Late,65,1.61,104.1,Laurel 
403L,2022,4,1.5,Late,67,1.76,104.1,Laurel 
403L,2022,4,1.5,Late,67,1.79,104.1,Laurel 
403L,2022,4,1.5,Late,65,2.33,104.1,Laurel 
403L,2022,4,1.5,Late,65,1.8,106.7,Laurel 
403L,2022,4,1.5,Late,65,1.88,106.7,Laurel 
403L,2022,4,1.5,Late,65,1.89,106.7,Laurel 
403L,2022,4,1.5,Late,69,1.99,106.7,Laurel 
403L,2022,4,1.5,Late,65,2.05,106.7,Laurel 
403L,2022,4,1.5,Late,67,2.44,106.7,Laurel 
403L,2022,4,1.5,Late,65,1.88,109.2,Laurel 
403L,2022,4,1.5,Late,69,2.06,109.2,Laurel 
403L,2022,4,1.5,Late,65,2.19,109.2,Laurel 
403L,2022,4,1.5,Late,65,2.22,109.2,Laurel 
403L,2022,4,1.5,Late,65,2.4,109.2,Laurel 
403L,2022,4,1.5,Late,61,2.42,109.2,Laurel 
403L,2022,4,1.5,Late,67,1.73,111.8,Laurel 
403L,2022,4,1.5,Late,61,1.86,111.8,Laurel 
403L,2022,4,1.5,Late,65,1.87,114.3,Laurel 
403L,2022,4,1.5,Late,67,2.36,114.3,Laurel 
403L,2022,4,1.5,Late,69,3.27,114.3,Laurel 
403L,2022,4,1.5,Late,67,1.88,116.8,Laurel 
403L,2022,4,1.5,Late,65,2.16,116.8,Laurel 
403L,2022,4,1.5,Late,67,2.26,116.8,Laurel 
403L,2022,4,1.5,Late,65,2.22,121.9,Laurel 
403L,2022,4,1.5,Late,65,2.33,121.9,Laurel 
403L,2022,4,1.5,Late,67,2.87,121.9,Laurel 
403L,2022,4,1.5,Late,69,3.11,121.9,Laurel 
403L,2022,4,1.5,Late,67,3.22,121.9,Laurel 
403L,2022,4,1.5,Late,67,1.8,124.5,Laurel 
403L,2022,4,1.5,Late,65,2.8,124.5,Laurel 
403L,2022,4,1.5,Late,65,2.6,127,Laurel 
403L,2022,4,1.5,Late,67,2.58,129.5,Laurel 
403L,2022,4,1.5,Late,65,2.6,129.5,Laurel 
403L,2022,4,1.5,Late,67,2.83,129.5,Laurel 
403L,2022,4,1.5,Late,69,3.18,129.5,Laurel 
403L,2022,4,1.5,Late,67,2.53,134.6,Laurel 
403L,2022,4,1.5,Late,67,3.59,134.6,Laurel 
403L,2022,4,1.5,Late,67,3.74,134.6,Laurel 
403L,2022,4,1.5,Late,65,2.9,139.7,Laurel 
403L,2022,4,1.5,Late,67,2.65,142.2,Laurel 
403L,2022,4,1.5,Late,69,3.33,144.8,Laurel 
501E,2022,5,3,Early,59,3,29,Laurel 
501E,2022,5,3,Early,45,1.7,39.4,Laurel 
501E,2022,5,3,Early,51,1,40.6,Laurel 
501E,2022,5,3,Early,51,1.7,48.3,Laurel 
501E,2022,5,3,Early,55,1.8,54.6,Laurel 
501E,2022,5,3,Early,59,2.4,57.2,Laurel 
501E,2022,5,3,Early,51,1.8,58.4,Laurel 
501E,2022,5,3,Early,59,2.3,58.4,Laurel 
501E,2022,5,3,Early,59,2.2,61,Laurel 
501E,2022,5,3,Early,59,1.5,63.5,Laurel 
501E,2022,5,3,Early,59,1.6,63.5,Laurel 
501E,2022,5,3,Early,59,2.3,63.5,Laurel 
501E,2022,5,3,Early,59,2.4,63.5,Laurel 
501E,2022,5,3,Early,55,2.4,66,Laurel 
501E,2022,5,3,Early,49,2.6,66,Laurel 
501E,2022,5,3,Early,59,2,68.6,Laurel 
501E,2022,5,3,Early,59,2.5,68.6,Laurel 
501E,2022,5,3,Early,55,2.7,69.9,Laurel 
501E,2022,5,3,Early,59,1.5,71.1,Laurel 
501E,2022,5,3,Early,59,1.9,71.1,Laurel 
501E,2022,5,3,Early,57,2,71.1,Laurel 
501E,2022,5,3,Early,na,2.7,72.4,Laurel 
501E,2022,5,3,Early,59,1.9,73.7,Laurel 
501E,2022,5,3,Early,59,2.3,73.7,Laurel 
501E,2022,5,3,Early,57,3,73.7,Laurel 
501E,2022,5,3,Early,59,3,73.7,Laurel 
501E,2022,5,3,Early,59,3.2,73.7,Laurel 
501E,2022,5,3,Early,57,2.4,74.9,Laurel 
501E,2022,5,3,Early,59,2.1,76.2,Laurel 
501E,2022,5,3,Early,55,2.4,76.2,Laurel 
501E,2022,5,3,Early,59,2.6,76.2,Laurel 
501E,2022,5,3,Early,59,3.1,76.2,Laurel 
501E,2022,5,3,Early,53,3.6,76.2,Laurel 
501E,2022,5,3,Early,55,4,76.2,Laurel 
501E,2022,5,3,Early,57,3.5,77.5,Laurel 
501E,2022,5,3,Early,59,2.3,78.7,Laurel 
501E,2022,5,3,Early,57,3.2,78.7,Laurel 
501E,2022,5,3,Early,59,2.7,80,Laurel 
501E,2022,5,3,Early,57,2.7,81.3,Laurel 
501E,2022,5,3,Early,59,3.2,81.3,Laurel 
501E,2022,5,3,Early,49,4.2,81.3,Laurel 
501E,2022,5,3,Early,59,2.5,82.6,Laurel 
501E,2022,5,3,Early,59,3.3,82.6,Laurel 
501E,2022,5,3,Early,53,2.6,83.8,Laurel 
501E,2022,5,3,Early,59,2.6,83.8,Laurel 
501E,2022,5,3,Early,57,3.3,83.8,Laurel 
501E,2022,5,3,Early,55,3.6,83.8,Laurel 
501E,2022,5,3,Early,55,3.6,83.8,Laurel 
501E,2022,5,3,Early,57,2.4,85.1,Laurel 
501E,2022,5,3,Early,55,2.1,86.4,Laurel 
501E,2022,5,3,Early,59,3,86.4,Laurel 
501E,2022,5,3,Early,na,3,86.4,Laurel 
501E,2022,5,3,Early,55,3.9,86.4,Laurel 
501E,2022,5,3,Early,55,4.2,86.4,Laurel 
501E,2022,5,3,Early,57,3,87.6,Laurel 
501E,2022,5,3,Early,55,3.1,87.6,Laurel 
501E,2022,5,3,Early,59,3.1,87.6,Laurel 
501E,2022,5,3,Early,59,3.4,87.6,Laurel 
501E,2022,5,3,Early,51,2.8,88.9,Laurel 
501E,2022,5,3,Early,53,3.7,88.9,Laurel 
501E,2022,5,3,Early,57,3.7,88.9,Laurel 
501E,2022,5,3,Early,59,3,90.2,Laurel 
501E,2022,5,3,Early,55,3,91.4,Laurel 
501E,2022,5,3,Early,59,3.3,91.4,Laurel 
501E,2022,5,3,Early,57,3.6,91.4,Laurel 
501E,2022,5,3,Early,na,4.3,91.4,Laurel 
501E,2022,5,3,Early,59,2.3,92.7,Laurel 
501E,2022,5,3,Early,59,3.2,92.7,Laurel 
501E,2022,5,3,Early,59,3.3,92.7,Laurel 
501E,2022,5,3,Early,57,4.4,92.7,Laurel 
501E,2022,5,3,Early,59,3,94,Laurel 
501E,2022,5,3,Early,59,3.2,94,Laurel 
501E,2022,5,3,Early,57,3,95.3,Laurel 
501E,2022,5,3,Early,59,3.7,95.3,Laurel 
501E,2022,5,3,Early,57,3.8,95.3,Laurel 
501E,2022,5,3,Early,59,3.2,96.5,Laurel 
501E,2022,5,3,Early,59,3.7,96.5,Laurel 
501E,2022,5,3,Early,57,3.2,97.8,Laurel 
501E,2022,5,3,Early,59,3.8,99.1,Laurel 
501E,2022,5,3,Early,57,3.9,99.1,Laurel 
501E,2022,5,3,Early,59,3.9,99.1,Laurel 
501E,2022,5,3,Early,59,4.2,101.6,Laurel 
501E,2022,5,3,Early,59,3.8,102.9,Laurel 
501E,2022,5,3,Early,59,3.8,102.9,Laurel 
501E,2022,5,3,Early,59,3.3,104.1,Laurel 
501E,2022,5,3,Early,57,4.2,104.1,Laurel 
501L,2022,5,3,Late,65,0.63,33,Laurel 
501L,2022,5,3,Late,25,0.74,33,Laurel 
501L,2022,5,3,Late,47,1.69,38.1,Laurel 
501L,2022,5,3,Late,41,1.51,48.3,Laurel 
501L,2022,5,3,Late,59,0.81,50.8,Laurel 
501L,2022,5,3,Late,69,0.54,71.1,Laurel 
501L,2022,5,3,Late,69,1.17,73.7,Laurel 
501L,2022,5,3,Late,61,1.46,73.7,Laurel 
501L,2022,5,3,Late,69,0.85,76.2,Laurel 
501L,2022,5,3,Late,65,1.15,81.3,Laurel 
501L,2022,5,3,Late,69,1.19,81.3,Laurel 
